192.168.126.1 - - [07/Nov/2020:23:31:56 +0800] "GET /nacos/v1/cs/health HTTP/1.1" 200 2 92 Apache-HttpAsyncClient/4.1.3 (Java/1.8.0_261)
192.168.126.1 - - [07/Nov/2020:23:32:01 +0800] "GET /nacos/v1/cs/health HTTP/1.1" 200 2 4 Apache-HttpAsyncClient/4.1.3 (Java/1.8.0_261)
192.168.126.1 - - [07/Nov/2020:23:32:06 +0800] "GET /nacos/v1/cs/health HTTP/1.1" 200 2 4 Apache-HttpAsyncClient/4.1.3 (Java/1.8.0_261)
192.168.126.1 - - [07/Nov/2020:23:32:11 +0800] "GET /nacos/v1/cs/health HTTP/1.1" 200 2 3 Apache-HttpAsyncClient/4.1.3 (Java/1.8.0_261)
192.168.126.1 - - [07/Nov/2020:23:32:16 +0800] "GET /nacos/v1/cs/health HTTP/1.1" 200 2 7 Apache-HttpAsyncClient/4.1.3 (Java/1.8.0_261)
192.168.126.1 - - [07/Nov/2020:23:32:21 +0800] "GET /nacos/v1/cs/health HTTP/1.1" 200 2 3 Apache-HttpAsyncClient/4.1.3 (Java/1.8.0_261)
192.168.126.1 - - [07/Nov/2020:23:32:26 +0800] "GET /nacos/v1/cs/health HTTP/1.1" 200 2 4 Apache-HttpAsyncClient/4.1.3 (Java/1.8.0_261)
192.168.126.1 - - [07/Nov/2020:23:32:31 +0800] "GET /nacos/v1/cs/health HTTP/1.1" 200 2 8 Apache-HttpAsyncClient/4.1.3 (Java/1.8.0_261)
192.168.126.1 - - [07/Nov/2020:23:32:36 +0800] "GET /nacos/v1/cs/health HTTP/1.1" 200 2 9 Apache-HttpAsyncClient/4.1.3 (Java/1.8.0_261)
192.168.126.1 - - [07/Nov/2020:23:32:41 +0800] "GET /nacos/v1/cs/health HTTP/1.1" 200 2 3 Apache-HttpAsyncClient/4.1.3 (Java/1.8.0_261)
192.168.126.1 - - [07/Nov/2020:23:32:46 +0800] "GET /nacos/v1/cs/health HTTP/1.1" 200 2 3 Apache-HttpAsyncClient/4.1.3 (Java/1.8.0_261)
192.168.126.1 - - [07/Nov/2020:23:32:51 +0800] "GET /nacos/v1/cs/health HTTP/1.1" 200 2 3 Apache-HttpAsyncClient/4.1.3 (Java/1.8.0_261)
192.168.126.1 - - [07/Nov/2020:23:32:56 +0800] "GET /nacos/v1/cs/health HTTP/1.1" 200 2 4 Apache-HttpAsyncClient/4.1.3 (Java/1.8.0_261)
192.168.126.1 - - [07/Nov/2020:23:33:01 +0800] "GET /nacos/v1/cs/health HTTP/1.1" 200 2 3 Apache-HttpAsyncClient/4.1.3 (Java/1.8.0_261)
192.168.126.1 - - [07/Nov/2020:23:33:06 +0800] "GET /nacos/v1/cs/health HTTP/1.1" 200 2 3 Apache-HttpAsyncClient/4.1.3 (Java/1.8.0_261)
192.168.126.1 - - [07/Nov/2020:23:33:11 +0800] "GET /nacos/v1/cs/health HTTP/1.1" 200 2 3 Apache-HttpAsyncClient/4.1.3 (Java/1.8.0_261)
127.0.0.1 - - [07/Nov/2020:23:33:13 +0800] "GET /nacos/v1/cs/configs?dataId=gulimall-product&tenant=7b90c92c-dd13-4005-ad33-ac2e9ccfb6a1&group=DEFAULT_GROUP HTTP/1.1" 404 23 63 Java/1.8.0_261
127.0.0.1 - - [07/Nov/2020:23:33:14 +0800] "GET /nacos/v1/cs/configs?dataId=gulimall-product.properties&tenant=7b90c92c-dd13-4005-ad33-ac2e9ccfb6a1&group=DEFAULT_GROUP HTTP/1.1" 404 23 5 Java/1.8.0_261
192.168.126.1 - - [07/Nov/2020:23:33:16 +0800] "GET /nacos/v1/cs/health HTTP/1.1" 200 2 7 Apache-HttpAsyncClient/4.1.3 (Java/1.8.0_261)
127.0.0.1 - - [07/Nov/2020:23:33:17 +0800] "GET /nacos/v1/cs/configs?dataId=datasource.yml&tenant=0af2ff34-aa45-4c64-b552-eb76103d52fa&group=dev HTTP/1.1" 200 257 63 Java/1.8.0_261
127.0.0.1 - - [07/Nov/2020:23:33:17 +0800] "GET /nacos/v1/cs/configs?dataId=mybatis.yml&tenant=0af2ff34-aa45-4c64-b552-eb76103d52fa&group=dev HTTP/1.1" 200 127 34 Java/1.8.0_261
127.0.0.1 - - [07/Nov/2020:23:33:17 +0800] "GET /nacos/v1/cs/configs?dataId=other.yml&tenant=0af2ff34-aa45-4c64-b552-eb76103d52fa&group=dev HTTP/1.1" 200 165 6 Java/1.8.0_261
127.0.0.1 - - [07/Nov/2020:23:33:17 +0800] "GET /nacos/v1/cs/configs?dataId=gulimall-coupon&tenant=0af2ff34-aa45-4c64-b552-eb76103d52fa&group=DEFAULT_GROUP HTTP/1.1" 404 23 2 Java/1.8.0_261
127.0.0.1 - - [07/Nov/2020:23:33:17 +0800] "GET /nacos/v1/cs/configs?dataId=gulimall-coupon.properties&tenant=0af2ff34-aa45-4c64-b552-eb76103d52fa&group=DEFAULT_GROUP HTTP/1.1" 200 61 6 Java/1.8.0_261
192.168.126.1 - - [07/Nov/2020:23:33:21 +0800] "GET /nacos/v1/cs/health HTTP/1.1" 200 2 4 Apache-HttpAsyncClient/4.1.3 (Java/1.8.0_261)
127.0.0.1 - - [07/Nov/2020:23:33:22 +0800] "GET /nacos/v1/cs/configs?dataId=gulimall-gateway&tenant=4248d9fe-9df7-45cf-b0f2-35f85cd99b4e&group=DEFAULT_GROUP HTTP/1.1" 404 23 7 Java/1.8.0_261
127.0.0.1 - - [07/Nov/2020:23:33:22 +0800] "GET /nacos/v1/cs/configs?dataId=gulimall-gateway.properties&tenant=4248d9fe-9df7-45cf-b0f2-35f85cd99b4e&group=DEFAULT_GROUP HTTP/1.1" 404 23 4 Java/1.8.0_261
127.0.0.1 - - [07/Nov/2020:23:33:23 +0800] "GET /nacos/v1/ns/instance/list?app=unknown&healthyOnly=false&namespaceId=public&clientIP=192.168.126.1&serviceName=DEFAULT_GROUP%40%40gulimall-product&udpPort=64767&clusters=DEFAULT HTTP/1.1" 200 85 85 Nacos-Java-Client:v1.3.3
127.0.0.1 - - [07/Nov/2020:23:33:24 +0800] "GET /nacos/v1/ns/instance/list?app=unknown&healthyOnly=false&namespaceId=public&clientIP=192.168.126.1&serviceName=DEFAULT_GROUP%40%40gulimall-coupon&udpPort=64768&clusters=DEFAULT HTTP/1.1" 200 84 4 Nacos-Java-Client:v1.3.3
127.0.0.1 - - [07/Nov/2020:23:33:24 +0800] "GET /nacos/v1/ns/instance/list?app=unknown&healthyOnly=false&namespaceId=public&clientIP=192.168.126.1&serviceName=DEFAULT_GROUP%40%40gulimall-product&udpPort=64767&clusters=DEFAULT HTTP/1.1" 200 85 3 Nacos-Java-Client:v1.3.3
127.0.0.1 - - [07/Nov/2020:23:33:24 +0800] "POST /nacos/v1/ns/instance?app=unknown&groupName=DEFAULT_GROUP&metadata=%7B%22preserved.register.source%22%3A%22SPRING_CLOUD%22%7D&namespaceId=public&port=7000&enable=true&healthy=true&clusterName=DEFAULT&ip=192.168.126.1&weight=1.0&ephemeral=true&serviceName=DEFAULT_GROUP%40%40gulimall-coupon HTTP/1.1" 200 2 97 Nacos-Java-Client:v1.3.3
127.0.0.1 - - [07/Nov/2020:23:33:25 +0800] "GET /nacos/v1/ns/instance/list?app=unknown&healthyOnly=false&namespaceId=public&clientIP=192.168.126.1&serviceName=DEFAULT_GROUP%40%40gulimall-coupon&udpPort=64768&clusters=DEFAULT HTTP/1.1" 200 587 15 Nacos-Java-Client:v1.3.3
127.0.0.1 - - [07/Nov/2020:23:33:26 +0800] "POST /nacos/v1/cs/configs/listener HTTP/1.1" 200 - 8 Java/1.8.0_261
127.0.0.1 - - [07/Nov/2020:23:33:26 +0800] "POST /nacos/v1/cs/configs/listener HTTP/1.1" 200 - 4 Java/1.8.0_261
127.0.0.1 - - [07/Nov/2020:23:33:26 +0800] "GET /nacos/v1/ns/instance/list?app=unknown&healthyOnly=false&namespaceId=public&clientIP=192.168.126.1&serviceName=DEFAULT_GROUP%40%40gulimall-product&udpPort=64767&clusters=DEFAULT HTTP/1.1" 200 85 5 Nacos-Java-Client:v1.3.3
192.168.126.1 - - [07/Nov/2020:23:33:26 +0800] "GET /nacos/v1/cs/health HTTP/1.1" 200 2 4 Apache-HttpAsyncClient/4.1.3 (Java/1.8.0_261)
127.0.0.1 - - [07/Nov/2020:23:33:27 +0800] "GET /nacos/v1/cs/configs?dataId=gulimall-member&group=DEFAULT_GROUP HTTP/1.1" 404 23 4 Java/1.8.0_261
127.0.0.1 - - [07/Nov/2020:23:33:27 +0800] "GET /nacos/v1/cs/configs?dataId=gulimall-member.properties&group=DEFAULT_GROUP HTTP/1.1" 404 23 3 Java/1.8.0_261
